text,label,rating,source,restaurant,location
Ok,negative,1.0,google,Kek Seng格成 (红豆雪),Penang
Feel good,positive,4.0,google,Euro House,Ipoh
Today I have a bad experience here! Service bad and slow...staffs not responsive to requests. Freshness of the food also not good! Disappointed!,negative,1.0,google,Sushi King,Kuching
Brilliant Food and amazing atmosphere,positive,5.0,google,Aud's Cafe,Ipoh
"Food presentation is good, but the rest is bad.. taste is below average, serving is ad hoc, I have finished my dish while my fellow diner still waiting.. food is expensive. Not coming back again for sure.",negative,2.0,google,Kota Dine & Coffee - when Francis meets rempah,Penang
Great bowl of Lei Cha,positive,4.0,google,Hai Nan Village Lei Cha,Kuching
very rude services...without asking for bill they came and give the bill statement to pay....looks like they chasing out from the shop....scolding staffs infront of others.....,negative,2.0,tripadvisor,Gem Restaurant,KL
Weekdays are good to come due to less crowded. Food quality is assured and service is prompt.,positive,4.0,google,Tasixi Hong Kong Dim Sum,JB
Atik is very good serve and food nice,positive,5.0,google,Gravybaby Jalan P Ramlee,Petaling Jaya
"A well presentated restaurant with good food. For the record I had sea cucumber soup with beancurd (tofu) and chicken, this was delicious and my main was grilled red snapper, the fish itself was average, but then again I am use to the tastier Australian snapper. I also ordered a Heineken, which you can buy at half the price here at the small bars situated around Miri. I also had a tasty garlic bread as a side.The good catch here too is that I could utilize my company credit card, as alot of places are cash only.P.S. I paid $63 MYR, which roughly equates to $21 in AUD.",neutral,3.0,tripadvisor,Cafe Rosita Coffee House,Miri
"Those who remembers in the old days, this stall used to be in a coffee shop next to a small field. Now the field has been converted into a food court/stall (Medan Selera) and the coffee shop has converted into a hotel, called Grand Lotus Hotel.Back then, this stall's pork noodles is the most popular and taste really good.As they have moved to the current location, it has became very average.Portions has became smaller. May be due to inflation and price hikes in raw materials.",neutral,3.0,tripadvisor,Peter's Pork Noodles,KL
Ok,neutral,3.0,google,Ho Ping Cafe,Penang
"The food was good but pricey, the bad thing was about table preparation for birthday party, they had put only some petals and charged us 20RM for that!",neutral,3.0,google,"THIRTY8 Restaurant, Bar & Lounge",KL
"The food is getting too expensive and no standard. I ordered a pork noodle soup and it was too spicy due to the pepper. Inform Uncle and he asked me to speak to his worker. Very odd....maybe good  business and well known already, so losing 1 or 2 customer is fine. Not going back...warned my parents.",negative,1.0,google,Damansara Uptown Hokkien Mee (Uptown-HQ),Petaling Jaya
Not so much flavor in the food. But very friendly staff.,neutral,3.0,google,Malai Thai Cuisine @ Cormar Suites,KL
"Things are very expensive and not delicious, enough weight, good service, environmental design, no problem in health",neutral,3.0,google,云山阁素食茶馆 Yun Shan Ge Vegetarian House,Penang
"Went with family for dinner, felt dissapointed with the food and the service there. Food not worth the price in terms of taste and it's portion served.",negative,1.0,google,Manis J Nyonya Restaurant,Melaka
The food was nice but the challenge of eating in complete darkness and guessing what you ate was what makes it a must do. it was very well organised and I'd definitely reccomend it.,positive,4.0,google,Dining In The Dark KL,KL
Services badFood quite badService charge very highTakes ten years to bring menu,negative,1.0,google,"Thai Thai, Sunway Pyramid",Petaling Jaya
Nan and muttin curry yummy and cheap.,neutral,3.0,google,New Atmosferah Restaurant,Kuching
"The shop is quite small but the the ice cream was superb, My family and I tried several flavours like chocolate, vanilla, bubble gum and strawberry. Tasted like the gelato that we used to eat in Melbourne.",positive,4.0,tripadvisor,Scoop Ice Cream Parlour,Shah Alam
"My friend brought me to this place for dim sum, and I was surprised to find the dim sum to be excellent in quality. Every classic dish that I ordered such as siu mai and har gow was displayed elegantly with great taste. The ambience of the restaurant is great and perfect for those who are looking for a quieter brunch time. However, it is a restaurant in a hotel after all, so the price is not that kind to the wallet.",positive,4.0,tripadvisor,Lai Ching Yuen,KL
"I went at night, all types of foods were so good (Malaysian cuisine), highly recommended to those craving for local foods. Even Dodol were tasty yummmmy!!!",positive,5.0,google,Restoran Rebung Dato Chef Ismail,KL
We had the pork cold cuts platter. It was ok but an acquired taste I should say. A bit bland for me.The grilled red snapper was well grilled and the accompanying grilled vegetables,neutral,3.0,google,a'Roma dinings,Petaling Jaya
I was not impressed at all.  The place is trying too hard to be trendy and falling short. I ordered I hot chocolate that took 20 min to make and was not great. My partner got a suggested drink and it was just average. Overall I would not recommend and there are many other places,negative,2.0,google,Lavish Community,Penang
Heard a lot about how great the cheese naan but honestly for the overall price I personally feel this place sucks. The service is horrible as the waiter who had welcomed us was very rude. The food are not that great. And it's not the first time. I don't know why I even bother to come. This is my last.,negative,1.0,google,RSMY,KL
Many choice,negative,1.0,google,Miri Central Market,Miri
"This my second visit. The first 6 months ago - where I was similarly disappointed. In this visit, despite not being busy, the service was slow. After a long wait for a coffee, I had to request three times for a dessert that was already prepared. Arrived long after the coffee was finished. Won't go back.",negative,2.0,tripadvisor,WHEELER'S,Penang
Really bad..happened to me..waited for almost 1 hour but my number didnt get the call..when i ask they said my number wasnt on the system..even the person after me finished their food and i still waiting for my food..sorry but im really pissed off and angry(plus hungry)..it was my first time and the last time i came here..,negative,1.0,google,4Fingers Crispy Chicken @ Sunway Pyramid,Petaling Jaya
"Hi Skillet.....I booked my wife birthday lunch today and prior to that called and confirmed the lunch menu will be served by the host.  Arrived, seated and the server get us to scan the QR menu. Server came back and mentioned only Festive",negative,1.0,google,Skillet KL,Petaling Jaya
Cold dim sum.....,neutral,3.0,google,Tasixi Hong Kong Dim Sum,JB
Poor experience. Over-priced pizza with little stuffs and ingredients. Yeasty taste pizza crust. Arrogant staffs,negative,1.0,google,MichelangelO's Pizzeria,Ipoh
Food rates at an average,neutral,3.0,google,Michelangelo's Restaurant & Bar @ Pavilion KL,KL
Indians more,positive,4.0,google,Bricks & Barrels Ipoh,Ipoh
"a very low profile restaurant with rundown looking decor!! But taste the food and you will be in heaven. main cuisine is the punjabi food-chapati,curries and the heavenly cow's milk tea!!! Then the sweets.ladoo,gulab jam and so on. they are not extremely sweet but is so very tasty!! well worth a visit. near to the masjid jamek lrt station. j",positive,5.0,tripadvisor,Jai Hind,KL
From the start till now lots have changed. The previous chefs were awesome and when they changed the chef portions has gone smaller. Today they have changed to another new chef (who does not wear his mask properly) serves even smaller portion of the don but prices remains the same. Time to look for a new joint people!!,negative,2.0,google,Sushiya One Utama (Ichiro Sushi Bar),Petaling Jaya
I'm a massive fan of Mexican food. Frontera is very hit-or-miss but worth a visit if you're in the area looking for burrito fix,neutral,3.0,google,Frontera Sol of Mexico,Petaling Jaya
It was a good restaurant which has tasty foods and various drinks. The staffs were friendly. Everything we ordered were delicious,positive,4.0,google,Pinchos Tapas Bar,Petaling Jaya
Overpriced Chinese food. Very small portion and very expensive. Taste is moderate.,negative,1.0,google,Restaurant Caterbest Sdn. Bhd.,Ipoh
